	g__Acidaminococcus	g__Acinetobacter	g__Afipia	g__Akkermansia	g__Anaerostipes	g__Bacillus	g__Bacteroides	g__Bifidobacterium	g__Blautia	g__Bosea	g__Bradyrhizobium	g__Caloramator	g__Campylobacter	g__Clostridium	g__Collinsella	g__Coprococcus	g__Corynebacterium	g__Dialister	g__Dorea	g__Enterobacter	g__Enterococcus	g__Eubacterium	g__Faecalibacterium	g__Haemophilus	g__Lachnospira	g__Lactobacillus	g__Methylobacterium	g__Micrococcus	g__Morganella	g__Oscillospira	g__Paenibacillus	g__Parabacteroides	g__Paraprevotella	g__Phascolarctobacterium	g__Phyllobacterium	g__Prevotella	g__Propionibacterium	g__Pseudomonas	g__Ralstonia	g__Roseburia	g__Ruminococcus	g__Salmonella	g__Streptococcus	g__Sutterella	g__Veillonella	g__Weissella
g__Bradyrhizobium	0.0203960153438388	-0.0345323004543383	0.407305193270077	-0.0710295376526883	-0.519870188067347	0.491687564633246	-0.471963000793749	0.117188001771687	-0.243317432576243	0.262880850740564	1	0.370685291690551	-0.150036316028989	-0.251381171513928	-0.148222503963908	-0.412520835587477	0.0992278948530781	0.0684927265236947	-0.373651063643133	0.219426861952354	-0.251532057715912	-0.0653296004510766	0.0385400481828357	0.136834619896921	-0.426514911297549	0.354385751427299	0.439941231646491	0.0957810157509894	-0.0649621665397899	-0.204030565809184	0.156500401079992	0.149556474569935	-0.484238793884591	-0.355479346389001	0.468079553720036	-0.052530597303196	0.440452797655017	-0.101542312762358	0.192060269407479	-0.388997408378288	0.00498053421509765	0.290417752329544	0.238291817759405	-0.185844131127457	0.0450603024570714	0.10494804906053
g__Caloramator	-0.427726215717014	0.29421584652966	0.327955962953504	0.210793412255722	-0.398696521134428	0.303296454700942	-0.345652617493546	0.143320597216725	-0.288845370171867	0.225205987363578	0.370685291690551	1	0.0775333043640731	-0.328785193845045	-0.280960882331979	-0.372161693558875	0.297804070573165	-0.312975615369104	-0.199616817298365	-0.0811174691351576	-0.115033110819673	0.000671432379652803	-0.208965531959192	0.0955024324779704	-0.46466121663723	-0.285354822190266	0.167902107892246	0.21456379814916	0.238920976492095	-0.112375482835041	0.312959991445733	-0.0641239447911778	-0.0274906338372043	-0.120191348538217	0.378570540465738	-0.317581148269678	0.471783336528751	0.305335114042597	0.559291597610216	-0.287627245209764	-0.181138851166568	0.178907483127955	0.0428447153523533	0.0915032524083756	-0.122298330357851	0.188037690082998
g__Campylobacter	-0.199318358917047	-0.208831787772195	0.0366106834291929	-0.111150078097703	0.379854753699481	0.0802698589530045	0.224805450931278	0.108541573544334	0.0565251682366151	-0.0933085870915065	-0.150036316028989	0.0775333043640731	1	-0.179465111700046	-0.0641044660865702	0.122273807496204	0.297818993197166	0.222206719664239	-0.128488193593068	-0.0365247744853961	0.138684053432112	-0.392098694255561	0.119104679329401	0.0357923083347833	0.302335520462751	-0.232265279483619	0.0847782638060599	-0.279562563671432	0.0339161948911183	0.031750595672336	0.0961947730870486	-0.0984509383814296	0.154485651736304	-0.0782812727453725	-0.153881579646635	0.153319970862428	-0.116689324717568	0.124331109225329	-0.11391293161523	0.303991721885425	0.1216698159979	-0.406573261989113	0.149211139723768	-0.399489417658199	-0.0639963077758568	0.131287843094967
g__Clostridium	0.286472876335681	-0.161314776680492	-0.233723241422738	0.108609406017968	0.107696479345833	-0.0190367895211171	0.31989645055773	-0.104969621522099	0.247021173503217	-0.303021727868185	-0.251381171513928	-0.328785193845045	-0.179465111700046	1	0.534968844222356	0.399358223949974	-0.0980568655592266	-0.0164911651573957	0.218063397482606	0.165528890518012	0.155610883624315	0.0382013725971509	0.27083873397552	-0.3463129619152	0.370422477315969	-0.0533771795059486	-0.190201710718531	-0.35312686776829	-0.215936008194234	0.0239658782059665	-0.101165344673234	0.250765477500478	0.363634231661091	0.40390211395484	-0.400406690587959	0.232373319326947	-0.264519254895375	-0.182839496549904	-0.293848387915159	0.054748556841375	0.0441479368235538	-0.0113156706037435	-0.403639626048321	0.134539310010912	-0.173022188322651	-0.0586323586206672
g__Collinsella	0.474174739512341	-0.0500824089454829	-0.183965651120135	-0.0856143239179406	0.221601742120597	-0.195558537086358	0.0500515694988489	-0.224008465074301	-0.052126110640234	-0.12921075770768	-0.148222503963908	-0.280960882331979	-0.0641044660865702	0.534968844222356	1	0.33986669367969	0.112159414268223	0.0729358174776552	-0.157219495674243	-0.158866014752155	0.00361035712458194	-0.152603466007125	0.228134197309811	-0.28745338886704	0.330008158529503	-0.0578136458050613	0.00319528843098955	-0.240043787755991	-0.11039996850066	0.302961281060243	-0.0709005366993872	0.356466530472058	0.312632006646684	0.337895931312021	-0.481651865190779	0.212152015719154	-0.0486762740745376	-0.36586744075384	-0.513072536743558	0.537861352017559	-0.255703173981378	-0.235199546656342	-0.246374259887453	0.19436969697857	-0.103600626285512	0.165625476540346
g__Coprococcus	0.155949996046155	-0.204132179977781	-0.140712165090361	-0.119629183391059	0.370823552231562	-0.24763018853548	0.401569967470325	-0.0593453660261761	0.316366771786884	-0.488052940539306	-0.412520835587477	-0.372161693558875	0.122273807496204	0.399358223949974	0.33986669367969	1	-0.0422618554119216	0.267913325590093	0.651312589712187	-0.0870589656231841	-0.0847591007502269	0.125174654544319	0.354066913631551	-0.0301131821683512	0.537533251727086	0.0370427649169014	-0.0132713837649999	-0.287644925859192	-0.0537216993673809	0.413228282884895	-0.117349986259514	0.00808522781049651	0.182473733185541	0.242396393925285	-0.560009844538725	0.553793556029649	-0.3374144198898	-0.366425106597966	-0.352914684834861	0.706542624734044	0.327023626238459	-0.235930659145583	0.0404150709672197	0.149052499909516	-0.397818494606116	-0.311368392567039
g__Corynebacterium	0.068168211909584	0.0214009628363844	-0.0738317843840109	-0.186037864023077	0.0640762436093889	-0.0602326690021952	0.201225642599382	-0.238524901622454	-0.0632536227466422	0.257530647556454	0.0992278948530781	0.297804070573165	0.297818993197166	-0.0980568655592266	0.112159414268223	-0.0422618554119216	1	-0.241436143415724	0.0380573199551797	-0.0698295122906107	0.409948296180292	-0.418322504169109	-0.107367835224461	0.30384491302966	0.157895674169195	-0.375678450406893	-0.223376730661763	-0.251642455643279	0.428207556723352	-0.115873722364801	0.0492011189446831	-0.0130274684946688	0.124403102538194	0.074085448166977	0.168081574026579	-0.0282135449330709	-0.157039639161955	0.216840331001131	-0.139482394937069	0.122970422165161	-0.0113610731814796	-0.235652147909927	0.0693938550152565	-0.126073853309568	-0.128870828994631	0.0389294882753427
g__Dialister	0.0724042704210139	-0.331520475850269	-0.0475881329216957	-0.464355516272142	-0.170381966337445	0.308845310009136	-0.0794015796941871	0.349675382458935	0.036336209425102	-0.231649772064022	0.0684927265236947	-0.312975615369104	0.222206719664239	-0.0164911651573957	0.0729358174776552	0.267913325590093	-0.241436143415724	1	-0.101072668526849	0.092110853741897	-0.30672885510551	0.208802254567067	0.324358228932704	-0.160493514963079	0.45334606782199	0.580971196208657	0.303859376967505	-0.109073165742437	-0.0699876924200998	0.182807100798006	-0.0241386249802092	-0.0989691211178517	-0.0702144228818533	-0.502043653619596	-0.0111025538652326	0.562827952425171	0.0816348628144908	-0.208706379274283	-0.38102518112874	0.244851048370111	0.0237091857362153	-0.0351305576156859	0.189047181565567	-0.444002483510965	-0.182308556834398	0.0552116473686403
g__Dorea	-0.191372405871259	0.167779076300761	0.0792635575035827	0.0405679986432114	0.345350122718734	-0.200988151072296	0.355615786113234	-0.0836794889320245	0.2411837074504	-0.130456395326226	-0.373651063643133	-0.199616817298365	-0.128488193593068	0.218063397482606	-0.157219495674243	0.651312589712187	0.0380573199551797	-0.101072668526849	1	-0.131238206750165	-0.0120614253735338	0.252748137584496	0.152477725896039	0.245971897477623	0.16965181567311	-0.0670726829564505	-0.356848172835701	-0.162267076591903	0.0249949771118367	0.233812404976756	-0.0701658591038504	-0.0739957037862426	0.126661792028474	0.344006350671205	-0.133898985317102	0.210404844681334	-0.400843283994344	-0.0569988824610995	-0.157573144538679	0.206234538636738	0.305606730998301	-0.0592489940020493	-0.0779739592324778	0.418948147000115	-0.314927504915624	-0.467208819949128
g__Enterobacter	0.191195133570758	-0.275795733536863	-0.199783116346564	0.168806114212696	-0.135284606970064	-0.0112367838811191	0.414807354991248	-0.21382344597203	0.133973398227998	-0.0188932467089418	0.219426861952354	-0.0811174691351576	-0.0365247744853961	0.165528890518012	-0.158866014752155	-0.0870589656231841	-0.0698295122906107	0.092110853741897	-0.131238206750165	1	0.171393204557651	0.0439503255608325	-0.115971787391842	-0.18522450501841	-0.155035378137048	0.18370178525952	0.128018863961391	-0.219760951426295	0.141377648261813	-0.121007943787626	0.341075182541418	-0.0077888568379288	0.0989627514316382	0.0150458694374748	0.0751293223453417	-0.231462570448387	0.00747819576824356	0.39523228875719	0.0678242762572493	-0.338349582093077	0.359966544274739	0.587648052825217	-0.234274040169784	-0.222432780449338	0.0336922556723664	-0.130491846821597
g__Enterococcus	0.289591490901327	-0.0787024208051717	-0.45929571362645	0.0429293828182032	0.23047677576913	-0.389830429302095	0.67298173854106	-0.172372488145264	0.491477573956317	0.198267417825722	-0.251532057715912	-0.115033110819673	0.138684053432112	0.155610883624315	0.00361035712458194	-0.0847591007502269	0.409948296180292	-0.30672885510551	-0.0120614253735338	0.171393204557651	1	-0.177910997656514	-0.259697994881479	0.188059464461596	0.278334698478204	-0.227051835377261	-0.35121692978549	0.00876213139641813	0.279289716249703	-0.17470601029678	-0.0172072780585522	-0.0663114012700138	0.10042709620273	0.227327569087165	-0.0565215121400377	-0.0904528636263726	-0.246823986480482	0.390916720456631	0.0418990005503756	0.0289816132023035	0.305593227322149	-0.264392083612452	-0.0482058598463296	-0.0957730064072106	0.459913485895151	0.00847449136428464
g__Eubacterium	-0.163270369274427	-0.0210616873084271	-0.157594137535262	0.01488225466629	-0.421801817391265	-0.0413669744380148	-0.0829607595436031	0.18447746884105	-0.0836075278270352	-0.0885868362380232	-0.0653296004510766	0.000671432379652803	-0.392098694255561	0.0382013725971509	-0.152603466007125	0.125174654544319	-0.418322504169109	0.208802254567067	0.252748137584496	0.0439503255608325	-0.177910997656514	1	-0.0826963188716744	-0.0497677466818633	-0.0350826258179025	0.345854601239497	0.100887409213698	0.19719946445782	0.0388642636619024	0.285081383250343	0.112288961803267	-0.0446243152120991	-0.12344244498981	-0.127956905962794	-0.133127808461103	0.0246398467436354	0.346287174527701	0.132898178736728	0.15028155947463	-0.127005473554761	-0.119216384094076	0.177251671988167	-0.0904386636864176	0.309613707568191	-0.0618740691826339	-0.156362916850999
g__Faecalibacterium	0.204307215051774	-0.0835456157134742	0.0801410537773547	-0.154071116718372	0.190644141205227	0.176529392350438	-0.0619914990875174	0.111138944811489	-0.0854464549900118	-0.0127846933595567	0.0385400481828357	-0.208965531959192	0.119104679329401	0.27083873397552	0.228134197309811	0.354066913631551	-0.107367835224461	0.324358228932704	0.152477725896039	-0.115971787391842	-0.259697994881479	-0.0826963188716744	1	-0.109509962274877	0.530213243422112	0.066753423474795	0.150337421641965	-0.226975817432262	-0.311291311558265	0.325088683439661	-0.585724826391844	0.455702594366082	-0.0100969509224627	0.00217738341456478	-0.182126691065573	0.649841553889239	-0.25086781113491	-0.364480431899619	-0.177156362580604	0.189575881978917	-0.00148285387213871	-0.00196146282888351	0.01819867747667	-0.156633158362704	-0.287574190317762	0.0132953961348125
g__Haemophilus	-0.0107698996007528	0.185858480144225	0.0355390437197882	-0.258167948242168	0.231589090068837	-0.0142650281363828	0.097118185346605	-0.0423973092676977	-0.0494759102111859	0.074322975580571	0.136834619896921	0.0955024324779704	0.0357923083347833	-0.3463129619152	-0.28745338886704	-0.0301131821683512	0.30384491302966	-0.160493514963079	0.245971897477623	-0.18522450501841	0.188059464461596	-0.0497677466818633	-0.109509962274877	1	0.0150276613979731	-0.0782000103498988	-0.113837849950226	0.0112230206564348	0.318327287503905	0.140889997360452	0.0071448222950177	-0.16560522445224	-0.27137433119376	-0.00657021484746075	0.235567753642165	-0.052377122314085	-0.259734679242554	-0.0703832262970486	-0.0374751500734085	0.15970907622513	0.121805586188772	-0.17321143414478	0.072846630545332	0.0894278944469421	0.32288151741896	-0.368967020648208
g__Lachnospira	0.319753387713039	-0.367839454880055	-0.410011101431947	-0.379885903626101	0.316342100621594	-0.191893098600703	0.411268186855737	0.183712565976461	0.283648217117748	-0.221158990955524	-0.426514911297549	-0.46466121663723	0.302335520462751	0.370422477315969	0.330008158529503	0.537533251727086	0.157895674169195	0.45334606782199	0.16965181567311	-0.155035378137048	0.278334698478204	-0.0350826258179025	0.530213243422112	0.0150276613979731	1	0.0656805830452104	-0.179107448503169	-0.288770260663648	-0.0870821893421783	0.196211630904178	-0.413055722805904	0.155043473694602	0.212531313591458	0.0242203182770172	-0.38299298064132	0.683626175910356	-0.399582431112666	-0.184586179323572	-0.465571640815498	0.484132902682244	0.104036718037206	-0.376934068927392	0.0978727476397979	-0.22595463799931	-0.0044653359567529	-0.0231277703282246
g__Lactobacillus	0.102229786741339	-0.207958617604355	0.0281556198453513	-0.116520299290181	-0.297492041896864	0.14633689170705	-0.202175427485205	0.158922196514111	-0.058968020385761	-0.123816908760243	0.354385751427299	-0.285354822190266	-0.232265279483619	-0.0533771795059486	-0.0578136458050613	0.0370427649169014	-0.375678450406893	0.580971196208657	-0.0670726829564505	0.18370178525952	-0.227051835377261	0.345854601239497	0.066753423474795	-0.0782000103498988	0.0656805830452104	1	0.227806632604223	-0.0104150543434402	0.0429502440087283	-0.102630497808553	0.123642512887777	0.00190445431024947	-0.363154252069501	-0.261412878590662	0.20358729836092	0.20008189560534	0.256369017249235	-0.321876891277914	-0.0702999280012834	-0.0577521220462455	-0.0217208904935081	0.0963294542524211	0.278870273055726	-0.0961345815174359	-0.0191884459308571	-0.112527370806175
g__Methylobacterium	0.0735996811774097	-0.256015816481792	0.473382862449396	-0.0690332493771838	-0.221629986499579	0.528175021418353	-0.444648359357235	-0.00388067157619635	-0.24568268382723	-0.252226254484789	0.439941231646491	0.167902107892246	0.0847782638060599	-0.190201710718531	0.00319528843098955	-0.0132713837649999	-0.223376730661763	0.303859376967505	-0.356848172835701	0.128018863961391	-0.35121692978549	0.100887409213698	0.150337421641965	-0.113837849950226	-0.179107448503169	0.227806632604223	1	0.124091985587405	-0.274065334026067	-0.0388682754806242	0.221397654931068	-0.29085553922406	-0.415424567643833	-0.30140929361752	-0.00956493410024487	0.199632118399705	0.654953050496846	-0.115306192837833	0.223405103985699	0.0799542184515971	-0.0806659125356419	0.21991942725938	0.520626746566324	-0.22475485248697	0.0999060369966076	0.225036065023853
g__Micrococcus	-0.0312046009907607	0.282359524675746	0.0700842895785208	0.0479315174003322	-0.34328238284082	-0.00775018188688455	-0.367358517220597	0.447498742369371	-0.213540448457137	0.382570801743661	0.0957810157509894	0.21456379814916	-0.279562563671432	-0.35312686776829	-0.240043787755991	-0.287644925859192	-0.251642455643279	-0.109073165742437	-0.162267076591903	-0.219760951426295	0.00876213139641813	0.19719946445782	-0.226975817432262	0.0112230206564348	-0.288770260663648	-0.0104150543434402	0.124091985587405	1	0.16714694285393	-0.360356139221163	-0.0363413715013351	-0.24962808357987	-0.253245502649466	-0.295054834692243	0.340646870736224	0.0528780667628868	0.429315737230978	0.291439621764397	0.45631963937557	-0.151888262461706	-0.33305823551655	0.259835290803769	0.117208331253863	0.0829325310382421	0.409322578719982	0.433698725435011
g__Morganella	0.196215626963616	0.271369558975566	-0.369820790947838	-0.0492747682343883	-0.0661921035664357	-0.270532207219103	0.202346861015699	-0.0904992944153167	-0.29200765664754	0.180922311843718	-0.0649621665397899	0.238920976492095	0.0339161948911183	-0.215936008194234	-0.11039996850066	-0.0537216993673809	0.428207556723352	-0.0699876924200998	0.0249949771118367	0.141377648261813	0.279289716249703	0.0388642636619024	-0.311291311558265	0.318327287503905	-0.0870821893421783	0.0429502440087283	-0.274065334026067	0.16714694285393	1	-0.153425602324084	0.140907208451124	-0.248976158975004	0.0598082092804856	-0.0751282235108834	0.287490481031641	-0.156960145681831	-0.0915181371084803	0.35898212089171	0.14720738153133	0.0790520771154361	-0.217546335173964	0.0781937635928659	-0.151045664554611	-0.0204693382154407	-0.0482871977202043	-0.0195736169548995
g__Oscillospira	0.0704801307477163	-0.00163642096720778	-0.200949319393474	-0.0769001595219961	0.288484236832571	-0.149606919352931	0.213798727788149	-0.271610240922365	0.135066528258486	-0.0794417155424688	-0.204030565809184	-0.112375482835041	0.031750595672336	0.0239658782059665	0.302961281060243	0.413228282884895	-0.115873722364801	0.182807100798006	0.233812404976756	-0.121007943787626	-0.17470601029678	0.285081383250343	0.325088683439661	0.140889997360452	0.196211630904178	-0.102630497808553	-0.0388682754806242	-0.360356139221163	-0.153425602324084	1	-0.0924189566894526	0.412813990586918	0.129403494691076	0.263577270929495	-0.530039641260254	0.000964935781076391	-0.21457892619319	-0.312997466319561	-0.327511989793703	0.466273194580453	0.207715321240524	-0.238202331881295	-0.297380255481374	0.381925095405953	-0.243779111120155	-0.383588880423803
g__Paenibacillus	-0.336567584558681	0.0545438868970251	0.296791547091751	0.351640469672948	-0.00134278180098266	0.180666058503161	0.0125062454769822	-0.12140927424259	0.0502902836082719	-0.259189098794704	0.156500401079992	0.312959991445733	0.0961947730870486	-0.101165344673234	-0.0709005366993872	-0.117349986259514	0.0492011189446831	-0.0241386249802092	-0.0701658591038504	0.341075182541418	-0.0172072780585522	0.112288961803267	-0.585724826391844	0.0071448222950177	-0.413055722805904	0.123642512887777	0.221397654931068	-0.0363413715013351	0.140907208451124	-0.0924189566894526	1	-0.235960644142996	0.225651909155771	0.238511628193821	0.263326419533088	-0.497349011005768	0.45580183667615	0.230161518207778	0.249849709841259	-0.0801149634870265	0.0535241470805461	0.213790583700007	0.15704843641065	0.1930551066621	0.0711069816628819	-0.0850349175089937
g__Parabacteroides	0.0621050476034822	0.0638620275370558	-0.195649645014535	0.23634239598059	0.0935254465479202	-0.12428409788829	0.0461229224270112	0.0892915409949543	0.0850897712442236	0.245486605002636	0.149556474569935	-0.0641239447911778	-0.0984509383814296	0.250765477500478	0.356466530472058	0.00808522781049651	-0.0130274684946688	-0.0989691211178517	-0.0739957037862426	-0.0077888568379288	-0.0663114012700138	-0.0446243152120991	0.455702594366082	-0.16560522445224	0.155043473694602	0.00190445431024947	-0.29085553922406	-0.24962808357987	-0.248976158975004	0.412813990586918	-0.235960644142996	1	0.25343665140195	0.295181879645141	-0.163955765951441	0.0572597763450266	-0.198951105410592	-0.366498237996259	-0.0845145866876302	-0.0282420507376942	-0.0114360556605229	-0.111272770794741	-0.320462666993552	0.128225091341905	-0.234320023272626	0.0507938797681314
